"id","cout_materiaux_ht","cout_implementation_ht","cout_total_ht","cout_induit_ht","date_sigture_devis","date_facture","date_x","annee_travaux","revenu_mo","climat","Code Région","region","Code département","departement","type_logement","annee_construction","constr_cat","nb_pieces","surf_habitable","montant_aides_fincieres","type_aides_fincieres","renovation_globale","marque","modele","poste_isolation","isolant","epaisseur","resistance","surface","lambda"
"159",,,870.1421801,,,"29/04/2009","29/04/2009",2009,,"H2",24,"CVL",,,,,,,,,,,,,"RAMPANTS","LAINE MINERALE",240,5,32,
"160",,,875.8293839,,,"12/06/2010","12/06/2010",2010,,"H1",24,"CVL",,,,,,,,,,,,,"ITE","LAINE MINERALE",100,3.2,47,
"161",433.1753555,448.3412322,881.5165877,,,,,,,"H2",76,"OCC",,,"INDIVIDUEL",1950,"de 1945 à 1973",,,,,,,,"COMBLES PERDUES",,,,,
"162",,,897,,,"10/09/2017","10/09/2017",2017,,,,"Z_Non Connu",,,,,,,,0,,,,,"COMBLES PERDUES","LAINE MINERALE",330,7,30,
"163",,,897,,,"10/09/2017","10/09/2017",2017,,"H2",53,"BRE",,,,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",330,7,30,
"164",,,900,,"16/11/2016",,"16/11/2016",2016,,"H2",53,"BRE","56","MORBIHAN","INDIVIDUEL",,,,,,,,,,"RAMPANTS","LAINE MINERALE",240,7.1,19,0.034
"165",,,900,,,,,,,"H1",28,"NOR",,,,,,,82,2500,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","remplacement chaud. fioul et ecs elec. par chaudi�re bois

+ ré-isolation sol combles",,,"COMBLES PERDUES",,,,,
"166",,,900,,,,,,,"H1",28,"NOR",,,,,,,82,9827,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","remplacement chaud. fioul et ecs elec. par chaudi�re bois

+ ré-isolation sol combles",,,"COMBLES PERDUES",,,,,
"167",,,900,,,,,,,"H1",28,"NOR",,,,,,,82,2000,"CODAH - ASE","remplacement chaud. fioul et ecs elec. par chaudi�re bois

+ ré-isolation sol combles",,,"COMBLES PERDUES",,,,,
"168",,,900,,,,,,,"H1",28,"NOR",,,,,,,82,1800,"DEPT - AIDE A L'HABITAT DURABLE","remplacement chaud. fioul et ecs elec. par chaudi�re bois

+ ré-isolation sol combles",,,"COMBLES PERDUES",,,,,
"169",,,900,,,,,,,"H2",84,"ARA",,,,,,,,,,,,,"COMBLES PERDUES",,,,,
"170",450,450,900,,"07/10/2018","07/03/2018","07/03/2018",2018,,"H1",24,"CVL",,,"INDIVIDUEL",,,,,,"HABITER MIEUX","RENOVATION A PLUSIEURS GESTES DE TRAVAUX","KUF","TI212","PLANCHER BAS","LAINE MINERALE",160,4,15,0.032
"171",,,900,1554.976303,"08/01/2016","18/04/2017","18/04/2017",2017,,"H1",44,"GDE",,,"COLLECTIF",1958,"de 1945 à 1973",,71,,,"RENOVATION SIMPLE","ISOVER","ISOCONFORT 32","ITI","LAINE MINERALE",120,3.8,60,0.035
"172",,,900.4739336,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"BBC RENOVATION",,,"PLANCHER BAS",,,,,
"173",,,902,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,90,3500,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","chauffage fioul remplacé par chaudi�re au bois",,,"COMBLES PERDUES",,,,,
"174",,,902,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,90,4959,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","chauffage fioul remplacé par chaudi�re au bois",,,"COMBLES PERDUES",,,,,
"175",,,902,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,90,0,"CHEQUE ENERGIE REGION","chauffage fioul remplacé par chaudi�re au bois",,,"COMBLES PERDUES",,,,,
"176",,,902,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,90,2400,"CODAH - ASE","chauffage fioul remplacé par chaudi�re au bois",,,"COMBLES PERDUES",,,,,
"177",,,905.2132701,,,"24/06/2014","24/06/2014",2014,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"PLANCHER BAS","PLASTIQUES",,4.1,15.6,
"178",,,906.1611374,,"11/03/2015",,"11/03/2015",2015,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",370,8,63.77,
"179",,,907,,"18/10/2016",,"18/10/2016",2016,,"H2",53,"BRE","56","MORBIHAN","INDIVIDUEL",,,,,,,,,,"ITI","LAINE VEGETALE",140,3.9,10,0.0364
"180",,,909.9526066,,"11/03/2015",,"11/03/2015",2015,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",315,7,30,
"181",,,911,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,122,3500,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","isolation et remplacement couverture

+ isolation plafond garage

+ 2 velux

+ vmc hygro",,,"PLANCHER BAS",,,,,
"182",,,911,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,122,5533,"CHEQUE ENERGIE REGION","isolation et remplacement couverture

+ isolation plafond garage

+ 2 velux

+ vmc hygro",,,"PLANCHER BAS",,,,,
"183",,,911,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,122,7000,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","isolation et remplacement couverture

+ isolation plafond garage

+ 2 velux

+ vmc hygro",,,"PLANCHER BAS",,,,,
"184",,,911,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,122,2000,"CODAH - ASE","isolation et remplacement couverture

+ isolation plafond garage

+ 2 velux

+ vmc hygro",,,"PLANCHER BAS",,,,,
"185",,,919.4312796,,"28/09/2016",,"28/09/2016",2016,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",320,7,51.55,
"186",,,921.3270142,,,,,,,"H1",84,"ARA","69","RHONE","INDIVIDUEL",1965,"de 1945 à 1973",,149,,,,,,"RAMPANTS",,,,,
"187",,,923.2227488,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"PERFORMANT - BOUQUET 2 TRAVAUX",,,"RAMPANTS",,,,,
"188",261.6113744,670.1421801,931.7535545,,,"13/03/2009","13/03/2009",2009,,"H1",24,"CVL",,,,,,,,,,,,,"ITE","LAINE MINERALE",120,3.4,20,0.035
"189",,,937.4407583,,,"02/03/2016","02/03/2016",2016,,"H2",53,"BRE",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,7.8,29,
"190",,,939.3364929,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"PERFORMANT - BOUQUET 2 TRAVAUX",,,"RAMPANTS",,,,,
"191",,,945,,"11/12/2016",,"11/12/2016",2016,,"H2",53,"BRE","56","MORBIHAN","INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",375,8,35,0.0469
"192",419.9052133,525.1184834,945.0236967,,,,,,,"H2",24,"CVL","41","LOIR-ET-CHER",,,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",290,7.5,35,0.039
"193",,,947.8672986,,,,,,,"H1",32,"HDF","02","AISNE","INDIVIDUEL",1976,"de 1974 à 1990",,177,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"194",,,947.8672986,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1949,"de 1945 à 1973",,95,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"195",,,947.8672986,,,,,,21186,"H1",32,"HDF","02","AISNE","INDIVIDUEL",1949,"de 1945 à 1973",,81,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"196",,,947.8672986,,,,,,,"H2",53,"BRE",,,,,,,,,,,,,"RAMPANTS","LAINE MINERALE",,6,35,
"197",,,947.8672986,,,"21/10/2013","21/10/2013",2013,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,7,33,
"198",,,947.8672986,,,"20/12/2017","20/12/2017",2017,,"H2",53,"BRE",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,7,34,
"199",417,530.8672986,947.8672986,,"22/08/2016",,"22/08/2016",2016,,"H2",53,"BRE","56","MORBIHAN","INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",280,7,23.5,0.04
"200",,,947.8672986,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1950,"de 1945 à 1973",,65,,,,,,"ITI",,,,,
"201",,,949,,"01/01/2013","01/01/2013","01/01/2013",2013,,"H1",28,"NOR",,,"INDIVIDUEL",1842,"av. 1945",5,171,11848,"HABITER MIEUX DEPARTEMENT COMMUUTE DE COMMUNE","Rénovation à plusieurs gestes de travaux",,,"ITI","LAINE MINERALE",60,,28,
"202",,,958.2938389,,,"03/07/2012","03/07/2012",2012,,"H2",24,"CVL",,,,,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",380,7.5,17,
"203",,,960,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,82,2100,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","remises aux normes electricité

+ isolation des combles",,,"COMBLES PERDUES",,,,,
"204",,,960,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,82,2010,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","remises aux normes electricité

+ isolation des combles",,,"COMBLES PERDUES",,,,,
"205",,,960,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,82,2400,"CODAH - ASE","remises aux normes electricité

+ isolation des combles",,,"COMBLES PERDUES",,,,,
"206",,,960,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,82,1200,"DEPT - AIDE A L'HABITAT DURABLE","remises aux normes electricité

+ isolation des combles",,,"COMBLES PERDUES",,,,,
"207",552,410,962,,"07/01/2017","04/01/2018","04/01/2018",2018,,"H1",24,"CVL","45","LOIRET","INDIVIDUEL",,,,,,,"RENOVATION A PLUSIEURS GESTES DE TRAVAUX",,,"COMBLES PERDUES","LAINE MINERALE",350,7.5,12,0.029
"208",,,964.92891,,,,,,,"H1",84,"ARA","42","LOIRE","INDIVIDUEL",1945,"de 1945 à 1973",,125,,,,,,"RAMPANTS",,,,,
"209",,,969.6682464,,,,,,,"H1",84,"ARA","69","RHONE",,,,,,,,"PERFORMANT - BOUQUET 2 TRAVAUX",,,"RAMPANTS",,,,,
"210",,,976.3033175,,,"07/06/2009","07/06/2009",2009,,"H2",76,"OCC",,,,,,,,,,,,,"ITE","LAINE MINERALE",100,3.1,22,
"211",,,980.0947867,,,"27/10/2011","27/10/2011",2011,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,6.5,35,
"212",,,981.042654,,,,,,,"H1",84,"ARA","42","LOIRE","INDIVIDUEL",1945,"de 1945 à 1973",,130,,,,,,"RAMPANTS",,,,,
"213",,,989.5734597,,,"18/12/2009","18/12/2009",2009,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",300,7.5,35,
"214",,,993.3649289,,"02/06/2015",,"02/06/2015",2015,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",240,6.3,27.97,
"215",,,995,,"04/01/2018","07/06/2018","07/06/2018",2018,,"H1",24,"CVL","45","LOIRET","INDIVIDUEL",,,,,,,,"ISOVER","ISOCONFORT 35","ITI","LAINE MINERALE",240,6.9,18,
"216",,,995.2606635,,,"28/11/2016","28/11/2016",2016,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,7.1,35,
"217",,,999,,"12/12/2016",,"12/12/2016",2016,,"H2",53,"BRE","56","MORBIHAN","INDIVIDUEL",,,,,,,,,,"PLANCHER BAS","LAINE VEGETALE",145,4,27.75,0.0363
"218",,,1003.791469,,,,,,27123,"H1",32,"HDF","60","OISE","INDIVIDUEL",,,,85,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES",,,,,
"219",,,1004.739336,,,"04/08/2016","04/08/2016",2016,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",,7,34.3,
"220",,,1004.739336,,"15/11/2016",,"15/11/2016",2016,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES",,330,7,60,
"221",,,1007.582938,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"PERFORMANT - BOUQUET 2 TRAVAUX",,,"RAMPANTS",,,,,
"222",,,1009.478673,,,"04/10/2014","04/10/2014",2014,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,7.6,36,
"223",,,1009.478673,,,"10/02/2013","10/02/2013",2013,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,7,25,
"224",,,1010.42654,,,"31/03/2014","31/03/2014",2014,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,8,34.95,
"225",,,1019.905213,,,"08/06/2014","08/06/2014",2014,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,8,60,
"226",333.6492891,693.8388626,1026.540284,,,"06/11/2010","06/11/2010",2010,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"RAMPANTS","LAINE MINERALE",240,6.3,19,
"227",,,1029.383886,,"14/03/2016",,"14/03/2016",2016,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",300,7,82,
"228",,,1030.331754,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1900,"av. 1945",,42,,,,,,"ITI",,,,,
"229",,,1032.227488,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"TRES PERFORMANT - 3 BOUQUETS OU PLUS",,,"PLANCHER BAS",,,,,
"230",,,1036.966825,,,"22/11/2016","22/11/2016",2016,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",,7,36.19,
"231",,,1037.914692,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"PERFORMANT - BOUQUET 2 TRAVAUX",,,"RAMPANTS",,,,,
"232",,,1042.654028,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1949,"de 1945 à 1973",,105,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"233",,,1042.654028,,,"27/05/2014","27/05/2014",2014,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,7,22,
"234",,,1042.654028,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1960,"de 1945 à 1973",,115,,,,,,"PLANCHER BAS",,,,,
"235",,,1047.393365,,,,,,,"H1",84,"ARA","42","LOIRE","INDIVIDUEL",1945,"de 1945 à 1973",,130,,,,,,"RAMPANTS",,,,,
"236",,,1048.341232,,"19/10/2016",,"19/10/2016",2016,,"H2",53,"BRE",,,,,,,,,,,,,"PLANCHER BAS","LAINE MINERALE",200,5,68.725,0.04
"237",,,1049.2891,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"BBC RENOVATION",,,"RAMPANTS",,,,,
"238",727.014218,322.2748815,1050.236967,,,"23/02/2015","23/02/2015",2015,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"PLANCHER BAS","PLASTIQUES",,3.9,27.6,
"239",,,1058.767773,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"PERFORMANT - BOUQUET 2 TRAVAUX",,,"RAMPANTS",,,,,
"240",644.549763,414.2180095,1058.767773,,,"02/01/2012","02/01/2012",2012,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"ITE","LAINE VEGETALE",150,3.9,23,0.038
"241",,,1058.767773,,,"30/01/2010","30/01/2010",2010,,"H2",24,"CVL",,,,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",200,5,26,0.04
"242",,,1059.71564,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"TRES PERFORMANT - 3 BOUQUETS OU PLUS",,,"RAMPANTS",,,,,
"243",,,1061.611374,,,"03/08/2017","03/08/2017",2017,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",,7,32,
"244",,,1065.402844,,"16/02/2016",,"16/02/2016",2016,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",341,7,55,
"245",,,1066.350711,,"28/12/2015",,"28/12/2015",2015,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",315,7,90,
"246",,,1067.298578,,,,,,,"H1",84,"ARA","42","LOIRE","INDIVIDUEL",1945,"de 1945 à 1973",,110,,,,,,"RAMPANTS",,,,,
"247",,,1068.246445,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"TRES PERFORMANT - 3 BOUQUETS OU PLUS",,,"RAMPANTS",,,,,
"248",,,1074.881517,,,"14/09/2009","14/09/2009",2009,,"H1",24,"CVL",,,,,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",260,5.5,43,
"249",,,1076,,"25/10/2016",,"25/10/2016",2016,,"H2",53,"BRE","56","MORBIHAN","INDIVIDUEL",,,,,,,,,,"ITI","LAINE MINERALE",120,3.8,28,0.032
"250",,,1077,,,,,,,"H1",28,"NOR",,,"COLLECTIF",,,,91,3500,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","Isolation par l'exterieur des murs du Rdc et R+1 donnt sur jardin

+ poele à granulés

+ fen�tre de toit terrasse remplacée

+ isolation toit terrasse

+ remplacement 1 fen�tre R+1 cÌ«té rue",,,"TOITURE TERRASSE",,,,,
"251",,,1077,,,,,,,"H1",28,"NOR",,,"COLLECTIF",,,,91,2000,"CODAH - ASE","Isolation par l'exterieur des murs du Rdc et R+1 donnt sur jardin

+ poele à granulés

+ fen�tre de toit terrasse remplacée

+ isolation toit terrasse

+ remplacement 1 fen�tre R+1 cÌ«té rue",,,"TOITURE TERRASSE",,,,,
"252",,,1077,,,,,,,"H1",28,"NOR",,,"COLLECTIF",,,,91,7753,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","Isolation par l'exterieur des murs du Rdc et R+1 donnt sur jardin

+ poele à granulés

+ fen�tre de toit terrasse remplacée

+ isolation toit terrasse

+ remplacement 1 fen�tre R+1 cÌ«té rue",,,"TOITURE TERRASSE",,,,,
"253",,,1077.725118,,,"25/06/2013","25/06/2013",2013,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,7.1,45,
"254",,,1077.725118,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,,,,"RAMPANTS",,,,,
"255",,,1079.620853,,,,,,,"H1",84,"ARA","69","RHONE","INDIVIDUEL",1981,"de 1974 à 1990",,140,,,,,,"RAMPANTS",,,,,
"256",,,1083,,"26/07/2016",,"26/07/2016",2016,,"H2",53,"BRE","56","MORBIHAN","INDIVIDUEL",,,,,,,,,,"ITI","LAINE MINERALE",120,3.8,25.26,0.032
"257",,,1085.308057,,"01/06/2016",,"01/06/2016",2016,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",400,7.5,46,
"258",,,1087.203791,,,"15/01/2016","15/01/2016",2016,,"H2",53,"BRE",,,"INDIVIDUEL",,,,,,,,,,"PLANCHER BAS","PLASTIQUES",,4.3,16,
"259",,,1089.099526,,,,,,,"H1",84,"ARA","69","RHONE","INDIVIDUEL",1960,"de 1945 à 1973",,48,,,,,,"PLANCHER BAS",,,,,
"260",,,1091.943128,,,"18/09/2015","18/09/2015",2015,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,7,42,
"261",,,1092.890995,,,"11/08/2017","11/08/2017",2017,,"H2",53,"BRE",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,8,30.6,
"262",,,1095.734597,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"TRES PERFORMANT - 3 BOUQUETS OU PLUS",,,"RAMPANTS",,,,,
"263",,,1099.526066,,,"23/02/2015","23/02/2015",2015,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",,7,37.12,
"264",,,1100.473934,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1949,"de 1945 à 1973",,105,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"265",,,1102.369668,,,"28/09/2015","28/09/2015",2015,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,6,31.5,
"266",,,1106.161137,,,"23/05/2014","23/05/2014",2014,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"PLANCHER BAS","PLASTIQUES",,3,22,
"267",,,1109.004739,,,"30/05/2014","30/05/2014",2014,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,7.6,39,
"268",,,1110.900474,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1900,"av. 1945",,145,,,,,,"COMBLES PERDUES",,,,,
"269",,,1114.691943,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"TRES PERFORMANT - 3 BOUQUETS OU PLUS",,,"RAMPANTS",,,,,
"270",,,1114.691943,,"03/11/2015",,"03/11/2015",2015,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",370,8,78.45,
"271",,,1116,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,89,3500,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","remplacement chaudi�re et ecs

+ ré-isolation combles

+ vmc hygro B 

+ 3 fen�tres et une porte",,,"COMBLES PERDUES",,,,,
"272",,,1116,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,89,2309,"CHEQUE ENERGIE REGION","remplacement chaudi�re et ecs

+ ré-isolation combles

+ vmc hygro B 

+ 3 fen�tres et une porte",,,"COMBLES PERDUES",,,,,
"273",,,1116,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,89,500,"CODAH - ASE","remplacement chaudi�re et ecs

+ ré-isolation combles

+ vmc hygro B 

+ 3 fen�tres et une porte",,,"COMBLES PERDUES",,,,,
"274",,,1116,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,89,4170,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","remplacement chaudi�re et ecs

+ ré-isolation combles

+ vmc hygro B 

+ 3 fen�tres et une porte",,,"COMBLES PERDUES",,,,,
"275",1942,2014,1117,896.6824645,"06/12/2018","06/12/2018","06/12/2018",2018,,"H2",76,"OCC","81","TARN","INDIVIDUEL",1996,"ap. 1990",,107,,,"RENOVATION SIMPLE","UNIVERCELL","UNIVERCELL","COMBLES PERDUES","LAINE VEGETALE",350,7,133,
"276",443.6018957,674.8815166,1118.483412,,,"05/12/2014","05/12/2014",2014,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,6,25,
"277",,,1120,,,,,,,,76,"OCC",,,,,,,,,,,,,"ITI","LAINE MINERALE",,,28,
"278",,,1133.649289,,,"02/04/2014","02/04/2014",2014,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,7.1,46,
"279",,,1137.440758,,,,,,,"H2",53,"BRE",,,,,,,,,,,,,"RAMPANTS","LAINE MINERALE",,6,30,
"280",,,1137.440758,,,"12/10/2012","12/10/2012",2012,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,7,44,
"281",,,1137.440758,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1948,"de 1945 à 1973",,90,,,,,,"PLANCHER BAS",,,,,
"282",,,1137.440758,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1940,"av. 1945",,135,,,,,,"PLANCHER BAS",,,,,
"283",,,1137.440758,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"PERFORMANT - BOUQUET 2 TRAVAUX",,,"RAMPANTS",,,,,
"284",379.1469194,758.2938389,1137.440758,,,,,,,"H2",76,"OCC",,,"INDIVIDUEL",1980,"de 1974 à 1990",,,,,,,,"COMBLES PERDUES",,,,,
"285",,,1140,,,,,,,,76,"OCC",,,,,,,,,,,,,"ITI","LAINE MINERALE",,,30,
"286",,,1145.971564,,,,,,,"H1",84,"ARA","69","RHONE","INDIVIDUEL",1985,"de 1974 à 1990",,111,,,,,,"RAMPANTS",,,,,
"287",,,1149.763033,,,,,,,"H1",32,"HDF","02","AISNE","INDIVIDUEL",1949,"de 1945 à 1973",,78,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES",,,,,
"288",,,1150,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,87,3500,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","chaudi�re condensation

+ isolation sol combles perdus + toiture

vmc hygro B 

+ isolation du sous sol)",,,"COMBLES PERDUES",,,,,
"289",,,1150,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,87,2000,"CODAH - ASE","chaudi�re condensation

+ isolation sol combles perdus + toiture

vmc hygro B 

+ isolation du sous sol)",,,"COMBLES PERDUES",,,,,
"290",,,1150,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,87,8235,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","chaudi�re condensation

+ isolation sol combles perdus + toiture

vmc hygro B 

+ isolation du sous sol)",,,"COMBLES PERDUES",,,,,
"291",,,1163.981043,,,"12/11/2013","12/11/2013",2013,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",340,7.2,32,0.038
"292",,,1176,,"16/12/2015",,"16/12/2015",2015,,"H2",53,"BRE","56","MORBIHAN","INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",315,7,42,0.045
"293",,,1177.251185,,,,,,,"H1",84,"ARA","69","RHONE","INDIVIDUEL",1994,"ap. 1990",,107,,,,,,"RAMPANTS",,,,,
"294",430,750,1180,,"07/10/2018","16/04/2017","16/04/2017",2017,,"H1",24,"CVL",,,"INDIVIDUEL",,,,,,"HABITER MIEUX","RENOVATION A PLUSIEURS GESTES DE TRAVAUX","KUF","ACOUSTIPLUS 032","ITI","LAINE MINERALE",120,3.8,20,0.032
"295",,,1182.938389,,,"20/12/2011","20/12/2011",2011,,"H2",24,"CVL","18","CHER",,,,,,,,,,,"COMBLES PERDUES","PLASTIQUES",240,8.2,10,
"296",,,1183.886256,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1948,"de 1945 à 1973",,58,,,,,,"COMBLES PERDUES",,,,,
"297",,,1188.625592,,,,,,,"H1",84,"ARA","69","RHONE","INDIVIDUEL",1968,"de 1945 à 1973",,49,,,,,,"ITI",,,,,
